"relatednessrel:morphTypeop:morphComprehension","relatednessrel:morphTypetr:morphComprehension","car::anova_pValue","nSbj","nDatapoints","converged"
0.407654516555093,-1.04700702381468,0.275076672104072,40,7330,1
0.94055924921114,-1.60964311752935,0.0424699750244339,40,7188,1
3.79469508155258,1.6625819844619,0.00114252520393807,40,7242,1
2.53149911285039,-0.645156299142174,0.00406660158386723,40,7082,1
4.91945210691755,3.04116304062651,4.8740184930839e-05,40,7223,1
7.6838638523685,0.586724843297411,2.1686769212885e-13,40,6994,1
5.05025043536123,0.514096315546823,5.11398357881842e-07,40,7084,1
3.74439518172347,0.452338316958969,0.00497896854149329,40,7173,1
0.752472910012729,0.785084223776682,0.650337745870978,40,7154,1
-1.08675893961444,-0.815261581607922,0.53799577663145,40,7155,1
7.99519670886063,4.30006462580715,2.16701798895714e-15,40,7034,1
1.77301366620339,1.98680497576463,0.132373026982568,40,7021,1
5.70177547822278,-0.324714742471861,0.537347405963571,40,7107,0
3.3444996654718,-0.558211598008324,0.000297941573500736,40,7165,1
2.12991529782669,1.47536692095471,0.0944021484044722,40,7229,1
6.1800834832908,4.06979123024868,4.31815873790036e-10,40,7161,1
3.18733552339654,2.02728829660837,0.00458265368712047,40,7323,1
2.63654306665699,1.16357111079346,0.023966747279109,40,7105,1
3.15431198604145,0.771322604246718,0.0202239436968762,40,7296,1
4.8510589294353,1.63681662779809,2.05293859058402e-06,40,7149,1
9.45631282659703,1.39756605351198,4.5317383447035e-18,40,7221,1
4.29698511081434,-0.381725380337516,4.36999411587288e-06,40,7149,1
5.48849959788719,2.79287125453216,2.88721815385463e-08,40,7162,1
6.47736845521125,4.03669455171359,3.11516592014053e-09,40,7103,1
-1.4320312542172,1.01030079659891,0.079757604651286,40,7114,1
6.35094725853156,3.2906447766115,2.14949793825391e-09,40,7157,1
5.70764336542003,-1.53215376415163,9.27911925332917e-12,40,7184,1
3.70179425412233,-0.47686373666206,3.99745362019087e-05,40,7206,1
4.93400894912121,2.42665217783565,0.000481285292192712,40,7166,1
6.42477319741815,1.55028414558379,0.00135945581144941,40,7274,1
7.48173215538231,0.530080018088013,8.33886572039232e-16,40,7343,1
5.45873903612225,0.344551104511624,0.610605128921486,40,7120,0
4.76246880857575,-0.10927917487573,5.07847310486926e-06,40,7122,1
5.50894303243487,-1.37954767308424,0.468800319361152,40,7132,0
4.86684136750109,-4.94675494300564,3.27839845968035e-21,40,7154,1
3.33545633324772,0.109896420207621,0.00158812709233543,40,7134,1
4.6766504537605,2.72505421117214,1.05343406042087e-05,40,7213,1
3.28937061087992,-0.358067599768155,0.00021226253469285,40,7142,1
4.52315904119418,1.816900946102,4.60136092406282e-05,40,7155,1
8.14603401936158,1.90811847625769,5.08580909315678e-16,40,7040,1
5.3360762231291,0.519071561152721,2.60608989145404e-07,40,7220,1
0.472541196840926,0.111215668167684,0.881087238745862,40,7249,1
4.32198662602761,-1.10271861347841,0.00512344574802609,40,7257,1
0.34508141838918,-2.70563761426408,0.00269092358347475,40,7033,1
5.64345604440121,0.10115080696998,2.3845467681636e-09,40,7132,1
4.64128435021527,-0.636182005217525,0.633055844831443,40,7082,0
1.32014678726511,-4.54095159484912,2.37497744988426e-05,40,7103,1
0.979494220370462,-1.15338258970748,0.225295118535083,40,7074,1
5.3355384559394,-2.29658094372435,3.70336227925261e-07,40,7157,1
4.84976489502817,2.69296862006363,1.03383190059235e-05,40,7210,1
6.28680475117038,4.51101269122474,3.6329824359432e-11,40,7264,1
5.96277706213228,0.733927531369234,0.000362544747285513,40,6993,1
6.01625409840688,0.676775060695187,3.99888785601414e-09,40,7157,1
2.19401735019676,0.275827282199589,0.0693541713286646,40,7080,1
1.00751346118824,2.70602323636437,0.905379555457104,40,7128,0
-0.0943166013759921,-2.88107552136031,0.0101030132916797,40,7119,1
-0.382381698594576,-0.690435741618101,0.993850548221476,40,7160,0
7.6301616281238,4.70643836395995,1.29323362937421e-14,40,7193,1
1.61977559642712,-1.62238479258954,0.013939529042318,40,7179,1
5.73134573498399,0.220335757880508,4.07942218057429e-09,40,7035,1
0.382904238892056,-4.41500546301265,7.63878302526207e-06,40,7038,1
3.54063712631493,1.29256484943975,0.00181434319019106,40,7260,1
2.34232926497105,0.0254954197952564,0.905724623784123,40,7203,0
3.8451493197033,-5.03213784061028,6.57457231789907e-13,40,7071,1
5.64031342639094,2.10972272872199,2.34474918643424e-08,40,7126,1
7.45530194418489,3.21071274750255,1.87724300604579e-12,40,7058,1
4.0849105735342,-0.90543267073028,0.650345254017087,40,7359,0
4.0872844689163,3.29157597314501,4.07396386022086e-05,40,7183,1
2.53326353110018,0.868386391353372,0.0335259021382332,40,7168,1
2.88145026210402,1.15150897330493,0.0150251269306116,40,7191,1
6.52921723974115,3.15784789129627,5.48305180205642e-11,40,7217,1
4.64258560031719,0.954617401915249,2.96908273244425e-06,40,7183,1
5.50259194566091,3.61520660012969,0.000720014455445659,40,7236,1
3.8724590190916,2.72147223210747,0.000206798000426317,40,7210,1
2.8183612424317,-0.465350911470309,0.0372661888823352,40,7112,1
4.18394319958615,0.43181050258698,5.86918815520089e-05,40,7082,1
5.70895162985696,2.14722533906005,2.83586858911245e-07,40,7265,1
5.31891402220689,-0.260092136906943,4.27901252611654e-06,40,7069,1
3.35866072255504,1.12283420208764,0.00274907511579272,40,7168,1
5.06589829002143,4.21017221522857,4.13023365685847e-06,40,6920,1
-0.0704160176711558,-1.27882222938944,0.357323463310591,40,7167,1
2.97589035385784,3.44844530397044,0.00068699933029389,40,7142,1
2.55492200426758,1.32472606780911,0.918219840637011,40,7108,0
5.63707421705268,0.652627282209235,7.18899400978557e-06,40,7309,1
2.49541547143758,-0.947837758821049,0.00748483827290479,40,7112,1
1.99712559402325,-4.11331754000364,0.574170876822934,40,7086,0
6.41014197300849,6.20806099161947,9.81476854789675e-13,40,7028,1
0.548411066023567,-3.48635562555612,0.000229893907097397,40,7221,1
4.52019563896495,-1.38185525569288,7.34406376325033e-07,40,6983,1
6.22690168156035,-1.0724090586668,3.45435719539412e-12,40,6966,1
4.58512790901943,1.05828640524591,1.11544612229115e-05,40,7246,1
5.56334310720676,2.50430876368884,3.64613448974952e-08,40,7142,1
-0.713833164204434,-2.31088151659573,0.927808544943672,40,7072,0
5.47393609431758,0.0516073185580336,8.35974556389996e-07,40,7049,1
2.13580312834782,0.213315715116983,0.136048170237351,40,7270,1
4.58069156727411,-0.201805054583797,1.02032770787759e-05,40,6962,1
5.44110719864913,-0.202242261475888,2.65195690735839e-08,40,7234,1
3.35271069458467,-1.1306403936724,2.49496576807858e-05,40,7148,1
9.45691387001881,5.2267033945864,0.320346217132968,40,7210,0
5.30455156935692,2.27194275048926,3.24363886604414e-08,40,7425,1
3.351024886742,1.51531352723163,0.00377132711212237,40,7137,1
6.5204191699327,1.70297858560266,2.94083645862172e-10,40,7136,1
6.02586437886967,-0.87119568192404,2.35822161491174e-12,40,7097,1
6.22453806233755,1.55677537225471,8.88043038009787e-09,40,7082,1
2.35461577759048,1.47522901266937,0.928077497621224,40,7216,0
3.85769622152258,4.17701667367488,8.14188456981499e-06,40,7287,1
4.60862372946185,0.0476270935858814,0.686326576159359,40,7101,0
1.82869333252923,-1.60395972362865,0.0074903466349688,40,7116,1
2.31553143394288,-3.8333804886964,1.67196969536552e-06,40,7123,1
1.82621873437308,1.77332750337863,0.088103878962582,40,7155,1
1.90887654361726,-1.43359770777241,0.0236448418958968,40,7072,1
4.85758593860659,0.856396476588989,5.78728509008868e-06,40,7058,1
3.69265581280258,-1.68747915920902,8.43566576765086e-05,40,7126,1
4.55187811797088,3.25250443804828,0.000367893896261825,40,7136,1
6.07818460035338,-1.32059636462649,5.52088134255321e-11,40,7190,1
5.73380224587644,1.61003022878115,2.86411738334895e-05,40,7041,1
2.28123447520649,-2.11115504599265,0.764880045527461,40,7084,0
2.25340930889262,-1.11594890299184,0.0132777725317082,40,7204,1
1.73685776550934,-0.541715910438761,0.145605208417104,40,7231,1
2.04377208378127,-1.80441563109902,0.00351700382053504,40,7195,1
2.04378960904848,4.20597945408888,0.00958503523544669,40,7034,1
5.17365994330353,2.41276087809468,7.44518547411039e-06,40,7137,1
4.85672082370489,2.41431413946606,2.28930438053364e-06,40,7210,1
8.82867967896865,-1.22781525537366,0.18825568155959,40,7247,0
4.88539774245552,-0.60070368188896,1.04542634136369e-07,40,7108,1
6.41503772895839,-1.10874614594029,5.68757273830845e-12,40,7104,1
6.46143275691372,1.71871745555567,3.77303412816227e-09,40,7189,1
0.630500742766596,-0.503387251432774,0.54517328637225,40,7153,1
2.58059502078998,2.7254444536003,0.00530218747456009,40,7239,1
1.23452010014823,-0.0770669706026648,0.801785670297123,40,7191,1
6.53996803703064,3.28309246936881,6.21254403450243e-09,40,7061,1
2.18676433983748,2.32493907581362,0.0282788104383761,40,7249,1
9.94898826554505,1.58614554717679,2.11687153325107e-23,40,7246,1
3.46619619147734,0.40405455668211,0.00145444316610509,40,7193,1
3.6436744725632,0.663802071491585,0.00260961403714098,40,7124,0
5.59332163607372,3.93437460238098,4.31609727402446e-08,40,7167,1
5.1720227758621,4.39129883052265,1.73179040039369e-08,40,7256,1
5.86648799327526,1.60990800664785,1.25212476225166e-06,40,7150,1
1.35644569027759,1.03181515221561,0.510254440523165,40,7208,1
3.20284776072021,0.521484353005102,0.00204824226766391,40,7192,1
7.44751190607992,5.29837560477082,2.98500181315506e-13,40,6965,1
2.87071294481502,1.91507467231888,0.0162418766186395,40,7082,1
3.75053229986366,1.49414090680242,0.831160667783032,40,7098,0
9.90599401976709,5.53816542467515,5.84346824700133e-24,40,7214,1
1.470352939445,-1.25269970537451,0.047166340591315,40,7184,1
0.269952886274678,1.92171469554787,0.213542269247039,40,6999,0
9.51223120305977,3.13849106472713,1.14979769003612e-20,40,7140,1
-0.907630013216271,-3.73855311875619,0.00108466070193393,40,7365,1
4.19894159474485,-0.448472395744457,3.57969522732376e-06,40,7119,1
2.46356050010728,2.27943157511604,0.042508731512955,40,7135,1
3.25946664402565,-0.256974513220566,0.805925006343555,40,7109,0
1.52167793398079,-0.114734217032013,0.254379682747035,40,7166,1
6.33335351219498,1.10311503296797,6.46352723612013e-09,40,7173,1
4.64604569308189,3.85333175996734,1.60327746081462e-06,40,7124,1
7.18624837679391,4.62488862696279,3.56196798418592e-10,40,7189,1
3.08784345038836,3.4168208314138,0.0426817806393148,40,7173,1
4.83692313385892,-1.66940580188962,1.66008276484752e-09,40,7308,1
4.55626704826256,-1.84428288660635,9.01724493143195e-10,40,7275,1
3.41433636828231,-1.39403674738033,4.10546098128503e-05,40,7150,1
5.09938649138195,5.48858481432152,0.000220801355003627,40,6991,1
1.28102236275061,0.599313884880993,0.437541931600542,40,7283,1
3.59525198581602,1.26344191527384,0.0316345067034013,40,7113,1
8.14958325236432,0.930160833352762,4.7847298186094e-13,40,7223,1
7.54475964056556,0.0593068975643498,0.358437089199487,40,7126,0
3.47693018461438,-0.402993532907917,0.000471786709795489,40,7147,1
5.40054426268358,0.412459060218854,8.63864580180818e-07,40,7052,1
4.70023651482285,3.09530986244714,0.000157198326849772,40,7246,1
7.90333835356754,3.17544550625693,1.09833070912733e-15,40,7244,1
3.93099074368085,2.37634489395993,0.000258782036175227,40,7219,1
6.31966712018031,0.349719607689625,1.24162893347604e-09,40,7129,1
5.4935545517319,2.71448600898091,4.60622357860743e-06,40,7229,1
5.08760266310454,2.47166417929962,0.704013456899309,40,7205,0
9.9872794629914,8.09126489387628,0.260222970595125,40,7130,0
4.20632376943398,3.60962252592876,3.34957001774542e-05,40,7104,1
4.6625539341457,-2.60304124926453,4.59983918105709e-11,40,7285,1
3.28661094979686,-0.910040357658309,5.36524164221851e-05,40,7154,1
6.74006699980516,4.13829706773262,2.38845980070562e-10,40,7004,1
4.66145487983865,-0.1593839250429,1.81554239729677e-06,40,7187,1
3.33897693271936,-0.315315930155476,0.00299568767004024,40,7177,1
6.34998992921349,4.13859749461101,1.22388821588816e-09,40,7015,1
5.94454846528986,3.63409899718991,0.642281175038234,40,7045,0
1.91188245601989,2.30593966815694,0.0319445201263922,40,7192,1
5.32112693688951,3.58499044813619,4.59866051349645e-07,40,7181,1
4.28739482964006,3.04991685614786,0.775609358617079,40,7273,0
4.2066301530532,-1.05243172052174,1.00107140832138e-07,40,7142,1
3.88524543896681,1.21247535658424,0.00103518589294853,40,7214,1
8.36940063423201,4.17154523826947,3.21805653889444e-05,40,7326,1
7.40146329623997,2.00762158294062,3.24141191527982e-12,40,6917,1
5.62980044074672,0.174157137625282,4.47124705789757e-09,40,7123,1
6.9037981695239,2.33894551453181,1.30453741149418e-11,40,7154,1
3.69766681654469,5.05920175933565,1.07606343493337e-06,40,7153,1
2.50968153800614,2.28526020500311,0.0198760407848752,40,7184,1
6.03363663967429,3.75346872743904,5.31143441431428e-08,40,7148,1
6.54227469652932,3.79687088040396,3.20075056527487e-10,40,6993,1
6.28995217265623,3.29769406421071,6.83477471097762e-09,40,7058,1
4.95910836513432,0.796316859661826,3.18885845871024e-05,40,7154,1
6.94276489239684,2.98724040639393,1.9728546416917e-10,40,7203,1
6.36878094928093,0.534166490418455,1.10086716368486e-10,40,7244,1
3.4173906975086,-3.49636206456253,9.99204679026057e-06,40,7063,1
1.11897346367284,-3.09915885442759,0.000115295742196858,40,7206,1
